archive,member_path,category_folder,class_folder,folder_code,filename,extension,bytes,crc32,sha256,detected_format,width,height,brightness,contrast,sharpness_proxy,quality_flags,dhash,read_error,format_mismatch,official_sku,official_item_id,duplicate_group,duplicate_type,split
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Tools_Equipment/T004_GlueGun/IMG_4079.HEIC,Tools_Equipment,T004_GlueGun,T004,IMG_4079.HEIC,heic,685833,c1c2b7f7,613ffd87c0378eb221dd4417f0c0bf1d6be34dd986ebb797377a97fef2c10397,heic,2268,4032,135.84,63.74,4137.61,,662638f8c6991979,,False,T004,item-t004,unique-0776,unique,test
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L014_syringes 10ml/L014_SYRINGES 10ML_L014_34.JPG,Laboratory_Science_Supplies,L014_syringes 10ml,L014,L014_SYRINGES 10ML_L014_34.JPG,jpg,2594773,f50b507e,8d18bffaf3a63fa318c5fcb19684271fa4ea43f4100085b4dae9ac4ad1fc7b43,heic,3024,4032,153.28,26.33,2665.72,,a307038784064369,,True,L014,item-l014,unique-0777,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L008_pipettes 10ml/L008_PIPETTES 10ML_L008_35.JPG,Laboratory_Science_Supplies,L008_pipettes 10ml,L008,L008_PIPETTES 10ML_L008_35.JPG,jpg,3315873,76f148bd,9cd23e789778dbce6a9c871589b32d84214b5b379c7ee6cf849e83028ffed484,heic,3024,4032,131.6,30.94,1321.21,,0000030703010d98,,True,L008,item-l008,unique-0778,unique,test
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L008_pipettes 10ml/L008_PIPETTES 10ML_L008_22.JPG,Laboratory_Science_Supplies,L008_pipettes 10ml,L008,L008_PIPETTES 10ML_L008_22.JPG,jpg,3999789,3f46ca25,b809eed797bff04ad6c0834ce5a8b08f94acd529b16bf82a697beea4f04e775c,heic,4284,5712,131.28,34.84,1415.68,,878e052111c0f1e0,,True,L008,item-l008,unique-0779,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L024_Strontium Chloride 6-Hydrate AR/L024_STRONTIUN CHLORIDE 6-HYDRATE AR_L024_01.JPG,Laboratory_Science_Supplies,L024_Strontium Chloride 6-Hydrate AR,L024,L024_STRONTIUN CHLORIDE 6-HYDRATE AR_L024_01.JPG,jpg,1225537,e376d848,4fa861e83e10af4dffe3f5351a3c0806220a27f13bf59a74aced4fbb5b9ca815,heic,3024,4032,112.87,50.2,1464.89,,13680d8e868787ec,,True,L024,item-l024,unique-0780,unique,validation
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L013_petri dishes/L013_PETRI DISHES_L013_06.JPG,Laboratory_Science_Supplies,L013_petri dishes,L013,L013_PETRI DISHES_L013_06.JPG,jpg,2178006,c8542f51,a7ab432f1e086787cdd0dac23f7bb6af34dea4b86159092e910528a085982009,heic,3024,4032,99.63,41.85,1212.18,,c848514d2b2b0f9d,,True,L013,item-l013,unique-0781,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L013_petri dishes/L013_PETRI DISHES_L013_16.JPG,Laboratory_Science_Supplies,L013_petri dishes,L013,L013_PETRI DISHES_L013_16.JPG,jpg,1386235,7a8ca4c0,2df939689b5a57b01af64b5896cfc8f3597d219b68e04e6a82568562152fbc87,heic,3024,4032,122.68,49.95,1642.44,,43c1884c50512f9f,,True,L013,item-l013,unique-0782,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L008_pipettes 10ml/L008_PIPETTES 10ML_L008_01.JPG,Laboratory_Science_Supplies,L008_pipettes 10ml,L008,L008_PIPETTES 10ML_L008_01.JPG,jpg,1367454,583f88f6,2fa759aaaff40268c3a8f3a16d559b558dca4c6032eca8f55a910eeb6606596f,heic,3024,4032,115.08,52.1,2625.43,,7dcc4c0d3726e7cb,,True,L008,item-l008,dup-0029,exact,test
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L008_pipettes 10ml/L008_PIPETTES 10ML_L008_02.JPG,Laboratory_Science_Supplies,L008_pipettes 10ml,L008,L008_PIPETTES 10ML_L008_02.JPG,jpg,1367454,583f88f6,2fa759aaaff40268c3a8f3a16d559b558dca4c6032eca8f55a910eeb6606596f,heic,3024,4032,115.08,52.1,2625.43,,7dcc4c0d3726e7cb,,True,L008,item-l008,dup-0029,exact,test
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L013_petri dishes/L013_PETRI DISHES_L013_15.JPG,Laboratory_Science_Supplies,L013_petri dishes,L013,L013_PETRI DISHES_L013_15.JPG,jpg,1510833,01b33024,fcc6d5b10e988ffaf811dbeb81adbd95baf6a7dd0bfaae3a1c7d8f1422b276ec,heic,3024,4032,121.48,49.54,1893.35,,c78198c8c0632f9f,,True,L013,item-l013,unique-0785,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L010_thermometer /L010_THERMOMETER_L010_07.JPG,Laboratory_Science_Supplies,L010_thermometer ,L010,L010_THERMOMETER_L010_07.JPG,jpg,1280292,2be61f87,63d4ce7636d69b9b0985df91fb2c21f4836842ad80ab9670de1f93606aa31b58,heic,3024,4032,168.97,21.55,652.91,,0c1e0c1a1cc1c704,,True,L010,item-l010,unique-0786,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L024_Strontium Chloride 6-Hydrate AR/L024_STRONTIUN CHLORIDE 6-HYDRATE AR_L024_16.JPG,Laboratory_Science_Supplies,L024_Strontium Chloride 6-Hydrate AR,L024,L024_STRONTIUN CHLORIDE 6-HYDRATE AR_L024_16.JPG,jpg,1146872,0e07fb5c,f4fa7d3791563d84f9b162e7461c270503c69180392ae6c2cede3af05800fa4d,heic,3024,4032,119.33,53.27,1196.59,,234b8eae9e979570,,True,L024,item-l024,unique-0787,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L024_Strontium Chloride 6-Hydrate AR/L024_STRONTIUN CHLORIDE 6-HYDRATE AR_L024_05.JPG,Laboratory_Science_Supplies,L024_Strontium Chloride 6-Hydrate AR,L024,L024_STRONTIUN CHLORIDE 6-HYDRATE AR_L024_05.JPG,jpg,1202173,a04d1447,885de96489843e1f885ba6e403efcb55e0c724a04d19d7d512c17472fb55bbaf,heic,3024,4032,116.43,46.77,1350.88,,0947111191c3e1a8,,True,L024,item-l024,unique-0788,unique,validation
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L010_thermometer /L010_THERMOMETER_L010_18.JPG,Laboratory_Science_Supplies,L010_thermometer ,L010,L010_THERMOMETER_L010_18.JPG,jpg,1484564,f97662af,79ff738ec8dd4e6090854f9a6c4d09acae2e38a94a8b3491ddc4b66f383774b0,heic,3024,4032,121.69,47.62,3332.93,,c88ca919848ee64d,,True,L010,item-l010,unique-0789,unique,validation
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L004_beakers 1000ml/L004_BEAKER 1000ML_L004_11.JPG,Laboratory_Science_Supplies,L004_beakers 1000ml,L004,L004_BEAKER 1000ML_L004_11.JPG,jpg,1834912,811b3c01,f68c0b004378a7d589effaf999b8ed8c289afa383bb5ba4f921b1e0222e4699b,heic,3024,4032,104.39,37.36,2101.49,,66f5f495d7978399,,True,L004,item-l004,unique-0790,unique,test
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L010_thermometer /L010_THERMOMETER_L010_16.JPG,Laboratory_Science_Supplies,L010_thermometer ,L010,L010_THERMOMETER_L010_16.JPG,jpg,1767299,64826c92,05d569a1092b3687e3737999cc404abb52d138bb16999db2b285458945f8fba2,heic,3024,4032,122.77,48.12,3190.41,,200b038dcd63bb1d,,True,L010,item-l010,unique-0791,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L010_thermometer /L010_THERMOMETER_L010_15.JPG,Laboratory_Science_Supplies,L010_thermometer ,L010,L010_THERMOMETER_L010_15.JPG,jpg,1612402,d8ec3311,8ac490d1154f524daf36700d2d2254a762687af168f28ec4922f56537261d46d,heic,3024,4032,126.42,52.28,3672.3,,584404848497c378,,True,L010,item-l010,unique-0792,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L024_Strontium Chloride 6-Hydrate AR/L024_STRONTIUN CHLORIDE 6-HYDRATE AR_L024_09.JPG,Laboratory_Science_Supplies,L024_Strontium Chloride 6-Hydrate AR,L024,L024_STRONTIUN CHLORIDE 6-HYDRATE AR_L024_09.JPG,jpg,1644051,ecfa3c55,738e704676ce0451e72d31e1192c1b8bcdf6ef42c3a0088826b647e9ea462945,heic,3024,4032,124.87,47.27,3388.51,,cec44cec229898c7,,True,L024,item-l024,unique-0793,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L024_Strontium Chloride 6-Hydrate AR/L024_STRONTIUN CHLORIDE 6-HYDRATE AR_L024_04.JPG,Laboratory_Science_Supplies,L024_Strontium Chloride 6-Hydrate AR,L024,L024_STRONTIUN CHLORIDE 6-HYDRATE AR_L024_04.JPG,jpg,1166412,c475281b,81eb412bfe96607812c8136cc86edca0fdfd39bf80ee4a3ae499b1756687d82c,heic,3024,4032,123.92,51.09,1345.95,,0e96968e8e8d69f1,,True,L024,item-l024,unique-0794,unique,test
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L010_thermometer /L010_THERMOMETER_L010_14.JPG,Laboratory_Science_Supplies,L010_thermometer ,L010,L010_THERMOMETER_L010_14.JPG,jpg,1614440,808974c2,d118b223112fdc4c89a09e08945ae4634bfa33e493bebed062ae930c523d8a45,heic,3024,4032,121.52,44.47,3295.52,,4c0829158e86320f,,True,L010,item-l010,unique-0795,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L013_petri dishes/L013_PETRI DISHES_L013_07.JPG,Laboratory_Science_Supplies,L013_petri dishes,L013,L013_PETRI DISHES_L013_07.JPG,jpg,2917113,174e7230,420e92ab6013fb3b210ccc75c6dbe86cfc7e8f933f00084ff931d402fb78def0,heic,3024,4032,96.64,48.86,925.13,,c8d810720b2b632f,,True,L013,item-l013,unique-0796,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L004_beakers 1000ml/L004_BEAKER 1000ML_L004_13.JPG,Laboratory_Science_Supplies,L004_beakers 1000ml,L004,L004_BEAKER 1000ML_L004_13.JPG,jpg,1746046,25ea11ed,dde84040a04b4382f0c784a835b0c90f512e45ef922ce9d3e5834eb39e2a07c1,heic,3024,4032,96.21,37.86,2272.28,,99cbd3944f5fb800,,True,L004,item-l004,unique-0797,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L010_thermometer /L010_THERMOMETER_L010_09.JPG,Laboratory_Science_Supplies,L010_thermometer ,L010,L010_THERMOMETER_L010_09.JPG,jpg,1332653,d09e9717,256958e7c13368eba8b69e917fd2b650e91fea39b07db2c08ddd9d03f6679f68,heic,3024,4032,157.13,13.6,861.58,low_contrast,070f0f1707c34b31,,True,L010,item-l010,unique-0798,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L004_beakers 1000ml/L004_BEAKER 1000ML_L004_09.JPG,Laboratory_Science_Supplies,L004_beakers 1000ml,L004,L004_BEAKER 1000ML_L004_09.JPG,jpg,1342464,0fb26bc0,79a42f8689da0938c5325dd4e747e20b49892b8dc7efc5e5d13dabc03931ad62,heic,3024,4032,110.78,63.73,1307.64,,1c1c1c1c2c2f01c0,,True,L004,item-l004,unique-0799,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L004_beakers 1000ml/L004_BEAKER 1000ML_L004_05.JPG,Laboratory_Science_Supplies,L004_beakers 1000ml,L004,L004_BEAKER 1000ML_L004_05.JPG,jpg,1514417,c37437bf,6bac2b60ad1218c1fc6f477bb51e1ae40227087c4ad8d41b9e4b15c15bdeb24d,heic,3024,4032,92.75,45.16,1935.51,,28244897b73e7cfc,,True,L004,item-l004,unique-0800,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L010_thermometer /L010_THERMOMETER_L010_02.JPG,Laboratory_Science_Supplies,L010_thermometer ,L010,L010_THERMOMETER_L010_02.JPG,jpg,1377180,5957a420,c8683d264280cd27df73055c17c881b5395c7ee70fe7eb4ea3fb5e0c9d0862ee,heic,3024,4032,155.52,10.57,860.41,low_contrast,0e0f0f0e0d070f13,,True,L010,item-l010,unique-0801,unique,test
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L004_beakers 1000ml/L004_BEAKER 1000ML_L004_14.JPG,Laboratory_Science_Supplies,L004_beakers 1000ml,L004,L004_BEAKER 1000ML_L004_14.JPG,jpg,1852020,016a354b,1cd0874eec73433d65b8f464d4fa860125329173d295cfdd55e97a5fc91a9554,heic,3024,4032,115.23,40.65,4921.14,,046c244c51c86a8f,,True,L004,item-l004,unique-0802,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L014_syringes 10ml/L014_SYRINGES 10ML_L014_26.JPG,Laboratory_Science_Supplies,L014_syringes 10ml,L014,L014_SYRINGES 10ML_L014_26.JPG,jpg,2279030,e0c4cd61,a9f6d9c87393a9874f6363608580936fd86bbb589c331d9f4884095426fe077d,heic,3024,4032,151.98,27.77,3582.55,,1a070f8f89048643,,True,L014,item-l014,unique-0803,unique,test
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L013_petri dishes/L013_PETRI DISHES_L013_11.JPG,Laboratory_Science_Supplies,L013_petri dishes,L013,L013_PETRI DISHES_L013_11.JPG,jpg,1486343,bae9af88,f78492fed952f33547f19ec22bc0934f16c882da9680710dd4a7c9eb4acfeac9,heic,3024,4032,121.26,54.54,1301.02,,60a6860703618797,,True,L013,item-l013,unique-0804,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L014_syringes 10ml/L014_SYRINGES 10ML_L014_35.JPG,Laboratory_Science_Supplies,L014_syringes 10ml,L014,L014_SYRINGES 10ML_L014_35.JPG,jpg,1476132,35135425,93c265fa24041810e055c11f131b3b3c2365d140991623d08d90b545bbcfbc96,heic,3024,4032,143.88,33.33,2088.68,,0c0515010d0a63c0,,True,L014,item-l014,unique-0805,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L013_petri dishes/L013_PETRI DISHES_L013_17.JPG,Laboratory_Science_Supplies,L013_petri dishes,L013,L013_PETRI DISHES_L013_17.JPG,jpg,1144755,97b84f6e,c1136d5c84d58fd6f451c27e83cb9fb453fcc56e2b15c424224d53ab361b820a,heic,3024,4032,146.87,47.72,1256.2,,b0d9d9e5c933271b,,True,L013,item-l013,unique-0806,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L010_thermometer /L010_THERMOMETER_L010_03.JPG,Laboratory_Science_Supplies,L010_thermometer ,L010,L010_THERMOMETER_L010_03.JPG,jpg,1294881,65f21f28,84609b479c9f7d08c3d01b803a2e565b44769a259bd4da1f7ab90864932e244d,heic,3024,4032,163.7,20.16,750.28,,1c1c1c1cb0834b1c,,True,L010,item-l010,unique-0807,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L024_Strontium Chloride 6-Hydrate AR/L024_STRONTIUN CHLORIDE 6-HYDRATE AR_L024_24.JPG,Laboratory_Science_Supplies,L024_Strontium Chloride 6-Hydrate AR,L024,L024_STRONTIUN CHLORIDE 6-HYDRATE AR_L024_24.JPG,jpg,1267845,b3b10969,b1e557f392081ea94de4cbf9b51029985fdd45f60a55bc4e18008310c703bd75,heic,3024,4032,142.66,49.08,1718.36,,707c7978cc088b8f,,True,L024,item-l024,unique-0808,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L013_petri dishes/L013_PETRI DISHES_L013_04.JPG,Laboratory_Science_Supplies,L013_petri dishes,L013,L013_PETRI DISHES_L013_04.JPG,jpg,1896809,06440caa,f1557f1840ec7517ca50fa009089b0f30e7013903f029fb362270bcc964a642b,heic,3024,4032,132.03,46.89,3628.61,,4ec4c8cc6491c897,,True,L013,item-l013,unique-0809,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L010_thermometer /L010_THERMOMETER_L010_06.JPG,Laboratory_Science_Supplies,L010_thermometer ,L010,L010_THERMOMETER_L010_06.JPG,jpg,1304270,9dd7e310,8dd5e88b35e098dc8ad5b8784a8dbbd31fd44bf8308c4dec7e3627fd1a133cb4,heic,3024,4032,167.02,23.72,809.22,,0c1e4e0e18e00201,,True,L010,item-l010,unique-0810,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L024_Strontium Chloride 6-Hydrate AR/L024_STRONTIUN CHLORIDE 6-HYDRATE AR_L024_18.JPG,Laboratory_Science_Supplies,L024_Strontium Chloride 6-Hydrate AR,L024,L024_STRONTIUN CHLORIDE 6-HYDRATE AR_L024_18.JPG,jpg,1240065,3c3e1923,efd61b06e89c564be19f3651ae974e0486fe2bda0c444ce9145efa3ea0ea7727,heic,3024,4032,111.65,53.43,1684.34,,6078e4dd3d333b07,,True,L024,item-l024,unique-0811,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L004_beakers 1000ml/L004_BEAKER 1000ML_L004_16.JPG,Laboratory_Science_Supplies,L004_beakers 1000ml,L004,L004_BEAKER 1000ML_L004_16.JPG,jpg,1948652,b0ca8c84,18d20ef4b48de1b7c24ca7adfb3bac5bdc8556d3102d096d52c3214a406e6a6f,heic,3024,4032,118.6,40.53,5261.9,,f870b4368f4bc146,,True,L004,item-l004,unique-0812,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L004_beakers 1000ml/L004_BEAKER 1000ML_L004_02.JPG,Laboratory_Science_Supplies,L004_beakers 1000ml,L004,L004_BEAKER 1000ML_L004_02.JPG,jpg,1477465,f3dc34ad,160e010def471ea73c818e5d0c48648d630510b9153ac6b4c6e9ab60454b2010,heic,3024,4032,131.38,49.39,2951.74,,900099919090e1f9,,True,L004,item-l004,unique-0813,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L010_thermometer /L010_THERMOMETER_L010_22.JPG,Laboratory_Science_Supplies,L010_thermometer ,L010,L010_THERMOMETER_L010_22.JPG,jpg,2799908,573e8f36,ced5f8842da22208147b4524a60a05dd44eb8492a159f37845c9894f7a9c76fb,heic,4284,5712,114.26,61.12,2419.56,,f6e3cf87659c3f1b,,True,L010,item-l010,dup-0030,exact,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L004_beakers 1000ml/L004_BEAKER 1000ML_L004_01.JPG,Laboratory_Science_Supplies,L004_beakers 1000ml,L004,L004_BEAKER 1000ML_L004_01.JPG,jpg,1510971,94be92f9,ee8d70adfa2366d2cdc11df58f458a9c78f39e55571aa934d595626f6a1c0bb2,heic,3024,4032,131.39,44.31,2179.19,,011313000809f39d,,True,L004,item-l004,unique-0815,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L008_pipettes 10ml/L008_PIPETTES 10ML_L008_33.JPG,Laboratory_Science_Supplies,L008_pipettes 10ml,L008,L008_PIPETTES 10ML_L008_33.JPG,jpg,1781167,46efbd05,abf4189be7cdc891b792dd3503d8f5062e565b56e72afa40f879892551816350,heic,3024,4032,123.05,53.09,2894.54,,4123bb3d6f130303,,True,L008,item-l008,unique-0816,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L013_petri dishes/L013_PETRI DISHES_L013_14.JPG,Laboratory_Science_Supplies,L013_petri dishes,L013,L013_PETRI DISHES_L013_14.JPG,jpg,1395096,583cc027,d0687b29bdfb277ae740d3352303f485b225b78c9fa78c68ab2ea72674c32a47,heic,3024,4032,89.88,59.87,1698.32,,1c268702476f4f1d,,True,L013,item-l013,unique-0817,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L013_petri dishes/L013_PETRI DISHES_L013_05.JPG,Laboratory_Science_Supplies,L013_petri dishes,L013,L013_PETRI DISHES_L013_05.JPG,jpg,1921052,021b7df5,a8a5d61d56c36b003247626daef04914899e4358231a387be780eaf44d55d868,heic,3024,4032,129.82,47.01,3708.18,,4eccc8cc6481c817,,True,L013,item-l013,unique-0818,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L013_petri dishes/L013_PETRI DISHES_L013_01.JPG,Laboratory_Science_Supplies,L013_petri dishes,L013,L013_PETRI DISHES_L013_01.JPG,jpg,2370212,4eab8712,c2bab7021cc1ef724ad8494d5227e2a72c389c8a4395a22e95bd93e4f75da84e,heic,3024,4032,113.73,31.38,3291.35,,4205134b2f034120,,True,L013,item-l013,unique-0819,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L004_beakers 1000ml/L004_BEAKER 1000ML_L004_10.JPG,Laboratory_Science_Supplies,L004_beakers 1000ml,L004,L004_BEAKER 1000ML_L004_10.JPG,jpg,1421043,3f4d39f9,3810efcccc1fd8850abc573c90e1ccbdc9ce215ae0dd3c41ae632e68cc6916fa,heic,3024,4032,139.3,62.95,2324.43,,3dbb9aabab8b77b7,,True,L004,item-l004,unique-0820,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L024_Strontium Chloride 6-Hydrate AR/L024_STRONTIUN CHLORIDE 6-HYDRATE AR_L024_08.JPG,Laboratory_Science_Supplies,L024_Strontium Chloride 6-Hydrate AR,L024,L024_STRONTIUN CHLORIDE 6-HYDRATE AR_L024_08.JPG,jpg,1218177,7a4ffee9,c0e05072b8428d2c74340e1491465570577ac692404d5b656fe141dafe5a45ea,heic,3024,4032,119.63,56.6,1758.02,,73488e16164fcfa1,,True,L024,item-l024,unique-0821,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L009_ electric thermometer /L009_ELECTRIC THERMOMETER_L009_11.JPG,Laboratory_Science_Supplies,L009_ electric thermometer ,L009,L009_ELECTRIC THERMOMETER_L009_11.JPG,jpg,1072011,06c67100,94cbc56e62098962a9ed3e16e4c33d297ec216547ca63e512879f08246120c5e,heic,3024,4032,123.81,52.96,1649.09,,0c0c9c1934760fc1,,True,L009,item-l009,unique-0822,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L012_gloves LN/L012_GLOVES LN_L012_07.JPG,Laboratory_Science_Supplies,L012_gloves LN,L012,L012_GLOVES LN_L012_07.JPG,jpg,2350503,d3005dc3,c7997110848c3da4b1fb9d45f97297653810423ee8239397e4c861cd3e70eb25,heic,4284,5712,99.04,52.64,3355.61,,869ef95a3d6e7ca3,,True,L012,item-l012,unique-0823,unique,validation
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L004_beakers 1000ml/L004_BEAKER 1000ML_L004_07.JPG,Laboratory_Science_Supplies,L004_beakers 1000ml,L004,L004_BEAKER 1000ML_L004_07.JPG,jpg,1511131,cfbe9367,d3972346ce2e525ccd953a5a71ad0a10455b42946b23ccef79f74fe15f60af5f,heic,3024,4032,93.75,44.03,2454.93,,cdd8eacc9f0d3e3e,,True,L004,item-l004,unique-0824,unique,test
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L004_beakers 1000ml/L004_BEAKER 1000ML_L004_06.JPG,Laboratory_Science_Supplies,L004_beakers 1000ml,L004,L004_BEAKER 1000ML_L004_06.JPG,jpg,1535138,e3d1a903,759128129d806b9ac37f45f19387f6b1826b2ef7a43737f508a5d50d6956a92b,heic,3024,4032,98.13,38.15,2182.57,,b3a9dc9b2f6f7dbe,,True,L004,item-l004,unique-0825,unique,validation
FOR AIIC SUBMISSION-20260910T062426Z-1-002.zip,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L012_gloves LN/L012_GLOVES LN_L012_06.JPG,Laboratory_Science_Supplies,L012_gloves LN,L012,L012_GLOVES LN_L012_06.JPG,jpg,2509694,17d3d9ec,767bf0f1c14c0ee23b2691c1fd67121dafda27f15f65748a620d3c43d0b821e4,heic,4284,5712,105.51,57.19,3560.42,,c23ed6a391d29ac8,,True,L012,item-l012,unique-0826,unique,train
